Destination,Currency,Subrate,Amount
Guyana (2020),SEK,Dinner,-191.8
Haiti (2018),SEK,Normalbelopp,525
Haiti (2018),SEK,Breakfast,-78.75
Haiti (2018),SEK,Lunch,-183.75
Haiti (2018),SEK,Dinner,-183.75
Haiti (2019),SEK,Normalbelopp,548
Haiti (2019),SEK,Breakfast,-82.2
Haiti (2019),SEK,Lunch,-191.8
Haiti (2019),SEK,Dinner,-191.8
Haiti (2020),SEK,Normalbelopp,451
Haiti (2020),SEK,Breakfast,-67.65
Haiti (2020),SEK,Lunch,-157.85
Haiti (2020),SEK,Dinner,-157.85
Honduras (2018),SEK,Normalbelopp,312
Honduras (2018),SEK,Breakfast,-46.8
Honduras (2018),SEK,Lunch,-109.2
Honduras (2018),SEK,Dinner,-109.2
Honduras (2019),SEK,Normalbelopp,328
Honduras (2019),SEK,Breakfast,-49.2
Honduras (2019),SEK,Lunch,-114.8
Honduras (2019),SEK,Dinner,-114.8
Honduras (2020),SEK,Normalbelopp,351
Honduras (2020),SEK,Breakfast,-52.65
Honduras (2020),SEK,Lunch,-122.85
Honduras (2020),SEK,Dinner,-122.85
Hong Kong (2018),SEK,Normalbelopp,538
Hong Kong (2018),SEK,Breakfast,-80.7
Hong Kong (2018),SEK,Lunch,-188.3
Hong Kong (2018),SEK,Dinner,-188.3
Hong Kong (2019),SEK,Normalbelopp,578
Hong Kong (2019),SEK,Breakfast,-86.7
Hong Kong (2019),SEK,Lunch,-202.3
Hong Kong (2019),SEK,Dinner,-202.3
Hong Kong (2020),SEK,Normalbelopp,590
Hong Kong (2020),SEK,Breakfast,-88.5
Hong Kong (2020),SEK,Lunch,-206.5
Hong Kong (2020),SEK,Dinner,-206.5
Indien (2018),SEK,Normalbelopp,319
Indien (2018),SEK,Breakfast,-47.85
Indien (2018),SEK,Lunch,-111.65
Indien (2018),SEK,Dinner,-111.65
Indien (2019),SEK,Normalbelopp,320
Indien (2019),SEK,Breakfast,-48
Indien (2019),SEK,Lunch,-112
Indien (2019),SEK,Dinner,-112
Indien (2020),SEK,Normalbelopp,356
Indien (2020),SEK,Breakfast,-53.4
Indien (2020),SEK,Lunch,-124.6
Indien (2020),SEK,Dinner,-124.6
Indonesien (2018),SEK,Normalbelopp,358
Indonesien (2018),SEK,Breakfast,-53.7
Indonesien (2018),SEK,Lunch,-125.3
Indonesien (2018),SEK,Dinner,-125.3
Indonesien (2019),SEK,Normalbelopp,348
Indonesien (2019),SEK,Breakfast,-52.2
Indonesien (2019),SEK,Lunch,-121.8
Indonesien (2019),SEK,Dinner,-121.8
Indonesien (2020),SEK,Normalbelopp,404
Indonesien (2020),SEK,Breakfast,-60.6
Indonesien (2020),SEK,Lunch,-141.4
Indonesien (2020),SEK,Dinner,-141.4
Irak (2018),SEK,Normalbelopp,626
Irak (2018),SEK,Breakfast,-93.9
Irak (2018),SEK,Lunch,-219.1
Irak (2018),SEK,Dinner,-219.1
Irak (2019),SEK,Normalbelopp,671
Irak (2019),SEK,Breakfast,-100.65
Irak (2019),SEK,Lunch,-234.85
Irak (2019),SEK,Dinner,-234.85
Irak (2020),SEK,Normalbelopp,703
Irak (2020),SEK,Breakfast,-105.45
Irak (2020),SEK,Lunch,-246.05
Irak (2020),SEK,Dinner,-246.05
Iran (2018),SEK,Normalbelopp,410
Iran (2018),SEK,Breakfast,-61.5
Iran (2018),SEK,Lunch,-143.5
Iran (2018),SEK,Dinner,-143.5
Iran (2019),SEK,Normalbelopp,362
Iran (2019),SEK,Breakfast,-54.3
Iran (2019),SEK,Lunch,-126.7
Iran (2019),SEK,Dinner,-126.7
Iran (2020),SEK,Normalbelopp,452
Iran (2020),SEK,Breakfast,-67.8
Iran (2020),SEK,Lunch,-158.2
Iran (2020),SEK,Dinner,-158.2
Irland (2018),SEK,Normalbelopp,654
Irland (2018),SEK,Breakfast,-98.1
Irland (2018),SEK,Lunch,-228.9
Irland (2018),SEK,Dinner,-228.9
Irland (2019),SEK,Normalbelopp,703
Irland (2019),SEK,Breakfast,-105.45
Irland (2019),SEK,Lunch,-246.05
Irland (2019),SEK,Dinner,-246.05
Irland (2020),SEK,Normalbelopp,727
Irland (2020),SEK,Breakfast,-109.05
Irland (2020),SEK,Lunch,-254.45
Irland (2020),SEK,Dinner,-254.45
Island (2018),SEK,Normalbelopp,837
Island (2018),SEK,Breakfast,-125.55
Island (2018),SEK,Lunch,-292.95
Island (2018),SEK,Dinner,-292.95
Island (2019),SEK,Normalbelopp,798
Island (2019),SEK,Breakfast,-119.7
Island (2019),SEK,Lunch,-279.3
Island (2019),SEK,Dinner,-279.3
Island (2020),SEK,Normalbelopp,838
Island (2020),SEK,Breakfast,-125.7
Island (2020),SEK,Lunch,-293.3
Island (2020),SEK,Dinner,-293.3
Israel (2018),SEK,Normalbelopp,828
Israel (2018),SEK,Breakfast,-124.2
Israel (2018),SEK,Lunch,-289.8
Israel (2018),SEK,Dinner,-289.8
Israel (2019),SEK,Normalbelopp,822
Israel (2019),SEK,Breakfast,-123.3
Israel (2019),SEK,Lunch,-287.7
Israel (2019),SEK,Dinner,-287.7
Israel (2020),SEK,Normalbelopp,921
Israel (2020),SEK,Breakfast,-138.15
Israel (2020),SEK,Lunch,-322.35
Israel (2020),SEK,Dinner,-322.35
Italien (2018),SEK,Normalbelopp,540
Italien (2018),SEK,Breakfast,-81
Italien (2018),SEK,Lunch,-189
Italien (2018),SEK,Dinner,-189
Italien (2019),SEK,Normalbelopp,590
Italien (2019),SEK,Breakfast,-88.5
Italien (2019),SEK,Lunch,-206.5
Italien (2019),SEK,Dinner,-206.5
Italien (2020),SEK,Normalbelopp,627
Italien (2020),SEK,Breakfast,-94.05
Italien (2020),SEK,Lunch,-219.45
Italien (2020),SEK,Dinner,-219.45
Jamaica (2018),SEK,Normalbelopp,475
Jamaica (2018),SEK,Breakfast,-71.25
Jamaica (2018),SEK,Lunch,-166.25
Jamaica (2018),SEK,Dinner,-166.25
Jamaica (2019),SEK,Normalbelopp,539
Jamaica (2019),SEK,Breakfast,-80.85
Jamaica (2019),SEK,Lunch,-188.65
Jamaica (2019),SEK,Dinner,-188.65
Jamaica (2020),SEK,Normalbelopp,519
Jamaica (2020),SEK,Breakfast,-77.85
Jamaica (2020),SEK,Lunch,-181.65
Jamaica (2020),SEK,Dinner,-181.65
Japan (2018),SEK,Normalbelopp,503
Japan (2018),SEK,Breakfast,-75.45
Japan (2018),SEK,Lunch,-176.05
Japan (2018),SEK,Dinner,-176.05
Japan (2019),SEK,Normalbelopp,537
Japan (2019),SEK,Breakfast,-80.55
Japan (2019),SEK,Lunch,-187.95
Japan (2019),SEK,Dinner,-187.95
Japan (2020),SEK,Normalbelopp,587
Japan (2020),SEK,Breakfast,-88.05
Japan (2020),SEK,Lunch,-205.45
Japan (2020),SEK,Dinner,-205.45
Jordanien (2018),SEK,Normalbelopp,651
Jordanien (2018),SEK,Breakfast,-97.65
Jordanien (2018),SEK,Lunch,-227.85
Jordanien (2018),SEK,Dinner,-227.85
Jordanien (2019),SEK,Normalbelopp,709
Jordanien (2019),SEK,Breakfast,-106.35
Jordanien (2019),SEK,Lunch,-248.15
Jordanien (2019),SEK,Dinner,-248.15
Jordanien (2020),SEK,Normalbelopp,748
Jordanien (2020),SEK,Breakfast,-112.2
Jordanien (2020),SEK,Lunch,-261.8
Jordanien (2020),SEK,Dinner,-261.8
Kambodja (2018),SEK,Normalbelopp,380
Kambodja (2018),SEK,Breakfast,-57
Kambodja (2018),SEK,Lunch,-133
Kambodja (2018),SEK,Dinner,-133
Kambodja (2019),SEK,Normalbelopp,434
Kambodja (2019),SEK,Breakfast,-65.1
Kambodja (2019),SEK,Lunch,-151.9
Kambodja (2019),SEK,Dinner,-151.9
Kambodja (2020),SEK,Normalbelopp,485
Kambodja (2020),SEK,Breakfast,-72.75
Kambodja (2020),SEK,Lunch,-169.75
Kambodja (2020),SEK,Dinner,-169.75
Kamerun (2018),SEK,Normalbelopp,491
Kamerun (2018),SEK,Breakfast,-73.65
Kamerun (2018),SEK,Lunch,-171.85
Kamerun (2018),SEK,Dinner,-171.85
Kamerun (2019),SEK,Normalbelopp,504
Kamerun (2019),SEK,Breakfast,-75.6
Kamerun (2019),SEK,Lunch,-176.4
Kamerun (2019),SEK,Dinner,-176.4
Kamerun (2020),SEK,Normalbelopp,520
Kamerun (2020),SEK,Breakfast,-78
Kamerun (2020),SEK,Lunch,-182
Kamerun (2020),SEK,Dinner,-182
Kanada (2018),SEK,Normalbelopp,556
Kanada (2018),SEK,Breakfast,-83.4
Kanada (2018),SEK,Lunch,-194.6
Kanada (2018),SEK,Dinner,-194.6
Kanada (2019),SEK,Normalbelopp,616
Kanada (2019),SEK,Breakfast,-92.4
Kanada (2019),SEK,Lunch,-215.6
Kanada (2019),SEK,Dinner,-215.6
Kanada (2020),SEK,Normalbelopp,662
Kanada (2020),SEK,Breakfast,-99.3
Kanada (2020),SEK,Lunch,-231.7
Kanada (2020),SEK,Dinner,-231.7
Kazakstan (2018),SEK,Normalbelopp,262
Kazakstan (2018),SEK,Breakfast,-39.3
Kazakstan (2018),SEK,Lunch,-91.7
Kazakstan (2018),SEK,Dinner,-91.7
Kazakstan (2019),SEK,Normalbelopp,261
Kazakstan (2019),SEK,Breakfast,-39.15
Kazakstan (2019),SEK,Lunch,-91.35
Kazakstan (2019),SEK,Dinner,-91.35
Kazakstan (2020),SEK,Normalbelopp,257
Kazakstan (2020),SEK,Breakfast,-38.55
Kazakstan (2020),SEK,Lunch,-89.95
Kazakstan (2020),SEK,Dinner,-89.95
Kenya (2018),SEK,Normalbelopp,438
Kenya (2018),SEK,Breakfast,-65.7
Kenya (2018),SEK,Lunch,-153.3
Kenya (2018),SEK,Dinner,-153.3
Kenya (2019),SEK,Normalbelopp,488
Kenya (2019),SEK,Breakfast,-73.2
Kenya (2019),SEK,Lunch,-170.8
Kenya (2019),SEK,Dinner,-170.8
Kenya (2020),SEK,Normalbelopp,505
Kenya (2020),SEK,Breakfast,-75.75
Kenya (2020),SEK,Lunch,-176.75
Kenya (2020),SEK,Dinner,-176.75
Kina (2018),SEK,Normalbelopp,538
Kina (2018),SEK,Breakfast,-80.7
Kina (2018),SEK,Lunch,-188.3
Kina (2018),SEK,Dinner,-188.3
Kina (2019),SEK,Normalbelopp,578
Kina (2019),SEK,Breakfast,-86.7
Kina (2019),SEK,Lunch,-202.3
Kina (2019),SEK,Dinner,-202.3
Kina (2020),SEK,Normalbelopp,590
Kina (2020),SEK,Breakfast,-88.5
Kina (2020),SEK,Lunch,-206.5
Kina (2020),SEK,Dinner,-206.5
Kirgizistan (2018),SEK,Normalbelopp,230
Kirgizistan (2018),SEK,Breakfast,-34.5
Kirgizistan (2018),SEK,Lunch,-80.5
Kirgizistan (2018),SEK,Dinner,-80.5
Kirgizistan (2019),SEK,Normalbelopp,259
Kirgizistan (2019),SEK,Breakfast,-38.85
Kirgizistan (2019),SEK,Lunch,-90.65
Kirgizistan (2019),SEK,Dinner,-90.65
Kirgizistan (2020),SEK,Normalbelopp,271
Kirgizistan (2020),SEK,Breakfast,-40.65
Kirgizistan (2020),SEK,Lunch,-94.85
Kirgizistan (2020),SEK,Dinner,-94.85
Kongo (Brazzaville) (2018),SEK,Normalbelopp,500
Kongo (Brazzaville) (2018),SEK,Breakfast,-75
Kongo (Brazzaville) (2018),SEK,Lunch,-175
Kongo (Brazzaville) (2018),SEK,Dinner,-175
Kongo (Brazzaville) (2019),SEK,Normalbelopp,542
Kongo (Brazzaville) (2019),SEK,Breakfast,-81.3
Kongo (Brazzaville) (2019),SEK,Lunch,-189.7
Kongo (Brazzaville) (2019),SEK,Dinner,-189.7
Kongo (Brazzaville) (2020),SEK,Normalbelopp,560
Kongo (Brazzaville) (2020),SEK,Breakfast,-84
Kongo (Brazzaville) (2020),SEK,Lunch,-196
Kongo (Brazzaville) (2020),SEK,Dinner,-196
Kongo (Demokratiska Republiken) (2018),SEK,Normalbelopp,464
Kongo (Demokratiska Republiken) (2018),SEK,Breakfast,-69.6
Kongo (Demokratiska Republiken) (2018),SEK,Lunch,-162.4
Kongo (Demokratiska Republiken) (2018),SEK,Dinner,-162.4
Kongo (Demokratiska Republiken) (2019),SEK,Normalbelopp,638
Kongo (Demokratiska Republiken) (2019),SEK,Breakfast,-95.7
Kongo (Demokratiska Republiken) (2019),SEK,Lunch,-223.3
Kongo (Demokratiska Republiken) (2019),SEK,Dinner,-223.3
Kongo (Demokratiska Republiken) (2020),SEK,Normalbelopp,634
Kongo (Demokratiska Republiken) (2020),SEK,Breakfast,-95.1
Kongo (Demokratiska Republiken) (2020),SEK,Lunch,-221.9
Kongo (Demokratiska Republiken) (2020),SEK,Dinner,-221.9
Kosovo (2018),SEK,Normalbelopp,240
Kosovo (2018),SEK,Breakfast,-36
Kosovo (2018),SEK,Lunch,-84
Kosovo (2018),SEK,Dinner,-84
Kosovo (2019),SEK,Normalbelopp,246
Kosovo (2019),SEK,Breakfast,-36.9
Kosovo (2019),SEK,Lunch,-86.1
Kosovo (2019),SEK,Dinner,-86.1
Kosovo (2020),SEK,Normalbelopp,240
Kosovo (2020),SEK,Breakfast,-36
Kosovo (2020),SEK,Lunch,-84
Kosovo (2020),SEK,Dinner,-84
Kroatien (2018),SEK,Normalbelopp,410
Kroatien (2018),SEK,Breakfast,-61.5
Kroatien (2018),SEK,Lunch,-143.5
Kroatien (2018),SEK,Dinner,-143.5
Kroatien (2019),SEK,Normalbelopp,439
Kroatien (2019),SEK,Breakfast,-65.85
Kroatien (2019),SEK,Lunch,-153.65
Kroatien (2019),SEK,Dinner,-153.65
Kroatien (2020),SEK,Normalbelopp,448
Kroatien (2020),SEK,Breakfast,-67.2
Kroatien (2020),SEK,Lunch,-156.8
Kroatien (2020),SEK,Dinner,-156.8
Kuba (2018),SEK,Normalbelopp,379
Kuba (2018),SEK,Breakfast,-56.85
Kuba (2018),SEK,Lunch,-132.65
Kuba (2018),SEK,Dinner,-132.65
Kuba (2019),SEK,Normalbelopp,413
Kuba (2019),SEK,Breakfast,-61.95
Kuba (2019),SEK,Lunch,-144.55
Kuba (2019),SEK,Dinner,-144.55
Kuba (2020),SEK,Normalbelopp,449
Kuba (2020),SEK,Breakfast,-67.35
Kuba (2020),SEK,Lunch,-157.15
Kuba (2020),SEK,Dinner,-157.15
Kuwait (2018),SEK,Normalbelopp,677
Kuwait (2018),SEK,Breakfast,-101.55
Kuwait (2018),SEK,Lunch,-236.95
Kuwait (2018),SEK,Dinner,-236.95
Kuwait (2019),SEK,Normalbelopp,741
Kuwait (2019),SEK,Breakfast,-111.15
Kuwait (2019),SEK,Lunch,-259.35
Kuwait (2019),SEK,Dinner,-259.35
Kuwait (2020),SEK,Normalbelopp,791
Kuwait (2020),SEK,Breakfast,-118.65
Kuwait (2020),SEK,Lunch,-276.85
Kuwait (2020),SEK,Dinner,-276.85
Laos (2018),SEK,Normalbelopp,278
Laos (2018),SEK,Breakfast,-41.7
Laos (2018),SEK,Lunch,-97.3
Laos (2018),SEK,Dinner,-97.3
Laos (2019),SEK,Normalbelopp,302
Laos (2019),SEK,Breakfast,-45.3
Laos (2019),SEK,Lunch,-105.7
Laos (2019),SEK,Dinner,-105.7
Laos (2020),SEK,Normalbelopp,308
Laos (2020),SEK,Breakfast,-46.2
Laos (2020),SEK,Lunch,-107.8
Laos (2020),SEK,Dinner,-107.8
Lettland (2018),SEK,Normalbelopp,460
Lettland (2018),SEK,Breakfast,-69
Lettland (2018),SEK,Lunch,-161
Lettland (2018),SEK,Dinner,-161
Lettland (2019),SEK,Normalbelopp,505
Lettland (2019),SEK,Breakfast,-75.75
Lettland (2019),SEK,Lunch,-176.75
Lettland (2019),SEK,Dinner,-176.75
Lettland (2020),SEK,Normalbelopp,529
Lettland (2020),SEK,Breakfast,-79.35
Lettland (2020),SEK,Lunch,-185.15
Lettland (2020),SEK,Dinner,-185.15
Libanon (2018),SEK,Normalbelopp,674
Libanon (2018),SEK,Breakfast,-101.1
Libanon (2018),SEK,Lunch,-235.9
Libanon (2018),SEK,Dinner,-235.9
Libanon (2019),SEK,Normalbelopp,738
Libanon (2019),SEK,Breakfast,-110.7
Libanon (2019),SEK,Lunch,-258.3
Libanon (2019),SEK,Dinner,-258.3
Libanon (2020),SEK,Normalbelopp,766
Libanon (2020),SEK,Breakfast,-114.9
Libanon (2020),SEK,Lunch,-268.1
Libanon (2020),SEK,Dinner,-268.1
Liberia (2018),SEK,Normalbelopp,549
Liberia (2018),SEK,Breakfast,-82.35
Liberia (2018),SEK,Lunch,-192.15
Liberia (2018),SEK,Dinner,-192.15
Liberia (2019),SEK,Normalbelopp,569
Liberia (2019),SEK,Breakfast,-85.35
Liberia (2019),SEK,Lunch,-199.15
Liberia (2019),SEK,Dinner,-199.15
Liberia (2020),SEK,Normalbelopp,604
Liberia (2020),SEK,Breakfast,-90.6
Liberia (2020),SEK,Lunch,-211.4
Liberia (2020),SEK,Dinner,-211.4
Libyen (2018),SEK,Normalbelopp,584
Libyen (2018),SEK,Breakfast,-87.6
Libyen (2018),SEK,Lunch,-204.4
Libyen (2018),SEK,Dinner,-204.4
Libyen (2019),SEK,Normalbelopp,707
Libyen (2019),SEK,Breakfast,-106.05
Libyen (2019),SEK,Lunch,-247.45
Libyen (2019),SEK,Dinner,-247.45
Libyen (2020),SEK,Normalbelopp,775
Libyen (2020),SEK,Breakfast,-116.25
Libyen (2020),SEK,Lunch,-271.25
Libyen (2020),SEK,Dinner,-271.25
Liechtenstein (2018),SEK,Normalbelopp,705
Liechtenstein (2018),SEK,Breakfast,-105.75
Liechtenstein (2018),SEK,Lunch,-246.75
Liechtenstein (2018),SEK,Dinner,-246.75
Liechtenstein (2019),SEK,Normalbelopp,794
Liechtenstein (2019),SEK,Breakfast,-119.1
Liechtenstein (2019),SEK,Lunch,-277.9
Liechtenstein (2019),SEK,Dinner,-277.9
Liechtenstein (2020),SEK,Normalbelopp,914
Liechtenstein (2020),SEK,Breakfast,-137.1
Liechtenstein (2020),SEK,Lunch,-319.9
Liechtenstein (2020),SEK,Dinner,-319.9
Litauen (2018),SEK,Normalbelopp,345
Litauen (2018),SEK,Breakfast,-51.75
Litauen (2018),SEK,Lunch,-120.75
Litauen (2018),SEK,Dinner,-120.75
Litauen (2019),SEK,Normalbelopp,377
Litauen (2019),SEK,Breakfast,-56.55
Litauen (2019),SEK,Lunch,-131.95
Litauen (2019),SEK,Dinner,-131.95
Litauen (2020),SEK,Normalbelopp,398
Litauen (2020),SEK,Breakfast,-59.7
Litauen (2020),SEK,Lunch,-139.3
Litauen (2020),SEK,Dinner,-139.3
Luxemburg (2018),SEK,Normalbelopp,669
Luxemburg (2018),SEK,Breakfast,-100.35
Luxemburg (2018),SEK,Lunch,-234.15
Luxemburg (2018),SEK,Dinner,-234.15
Luxemburg (2019),SEK,Normalbelopp,735
Luxemburg (2019),SEK,Breakfast,-110.25
Luxemburg (2019),SEK,Lunch,-257.25
Luxemburg (2019),SEK,Dinner,-257.25
Luxemburg (2020),SEK,Normalbelopp,776
Luxemburg (2020),SEK,Breakfast,-116.4
Luxemburg (2020),SEK,Lunch,-271.6
Luxemburg (2020),SEK,Dinner,-271.6
Macao (2018),SEK,Normalbelopp,538
Macao (2018),SEK,Breakfast,-80.7
Macao (2018),SEK,Lunch,-188.3
Macao (2018),SEK,Dinner,-188.3
Macao (2019),SEK,Normalbelopp,578
Macao (2019),SEK,Breakfast,-86.7
Macao (2019),SEK,Lunch,-202.3
Macao (2019),SEK,Dinner,-202.3
Macao (2020),SEK,Normalbelopp,590
Macao (2020),SEK,Breakfast,-88.5
Macao (2020),SEK,Lunch,-206.5
Macao (2020),SEK,Dinner,-206.5
Madagaskar (2018),SEK,Normalbelopp,230
Madagaskar (2018),SEK,Breakfast,-34.5
Madagaskar (2018),SEK,Lunch,-80.5
Madagaskar (2018),SEK,Dinner,-80.5
Madagaskar (2019),SEK,Normalbelopp,230
Madagaskar (2019),SEK,Breakfast,-34.5
Madagaskar (2019),SEK,Lunch,-80.5
Madagaskar (2019),SEK,Dinner,-80.5
Madagaskar (2020),SEK,Normalbelopp,240
Madagaskar (2020),SEK,Breakfast,-36
Madagaskar (2020),SEK,Lunch,-84
Madagaskar (2020),SEK,Dinner,-84
Makedonien (2018),SEK,Normalbelopp,297
Makedonien (2018),SEK,Breakfast,-44.55
Makedonien (2018),SEK,Lunch,-103.95
Makedonien (2018),SEK,Dinner,-103.95
Makedonien (2019),SEK,Normalbelopp,321
Makedonien (2019),SEK,Breakfast,-48.15
Makedonien (2019),SEK,Lunch,-112.35
Makedonien (2019),SEK,Dinner,-112.35
Makedonien (2020),SEK,Normalbelopp,327
Makedonien (2020),SEK,Breakfast,-49.05
Makedonien (2020),SEK,Lunch,-114.45
Makedonien (2020),SEK,Dinner,-114.45
Malawi (2018),SEK,Normalbelopp,230
Malawi (2018),SEK,Breakfast,-34.5
Malawi (2018),SEK,Lunch,-80.5
Malawi (2018),SEK,Dinner,-80.5
Malawi (2019),SEK,Normalbelopp,281
Malawi (2019),SEK,Breakfast,-42.15
Malawi (2019),SEK,Lunch,-98.35
Malawi (2019),SEK,Dinner,-98.35
Malawi (2020),SEK,Normalbelopp,385
Malawi (2020),SEK,Breakfast,-57.75
Malawi (2020),SEK,Lunch,-134.75
Malawi (2020),SEK,Dinner,-134.75
Malaysia (2018),SEK,Normalbelopp,274
Malaysia (2018),SEK,Breakfast,-41.1
Malaysia (2018),SEK,Lunch,-95.9
Malaysia (2018),SEK,Dinner,-95.9
Malaysia (2019),SEK,Normalbelopp,307
Malaysia (2019),SEK,Breakfast,-46.05
Malaysia (2019),SEK,Lunch,-107.45
Malaysia (2019),SEK,Dinner,-107.45
Malaysia (2020),SEK,Normalbelopp,330
Malaysia (2020),SEK,Breakfast,-49.5
Malaysia (2020),SEK,Lunch,-115.5
Malaysia (2020),SEK,Dinner,-115.5
Maldiverna (2018),SEK,Normalbelopp,339
Maldiverna (2018),SEK,Breakfast,-50.85
Maldiverna (2018),SEK,Lunch,-118.65
Maldiverna (2018),SEK,Dinner,-118.65
Maldiverna (2019),SEK,Normalbelopp,393
Maldiverna (2019),SEK,Breakfast,-58.95
Maldiverna (2019),SEK,Lunch,-137.55
Maldiverna (2019),SEK,Dinner,-137.55
Maldiverna (2020),SEK,Normalbelopp,433
Maldiverna (2020),SEK,Breakfast,-64.95
Maldiverna (2020),SEK,Lunch,-151.55
Maldiverna (2020),SEK,Dinner,-151.55
Mali (2018),SEK,Normalbelopp,440
Mali (2018),SEK,Breakfast,-66
Mali (2018),SEK,Lunch,-154
Mali (2018),SEK,Dinner,-154
Mali (2019),SEK,Normalbelopp,450
Mali (2019),SEK,Breakfast,-67.5
Mali (2019),SEK,Lunch,-157.5
Mali (2019),SEK,Dinner,-157.5
Mali (2020),SEK,Normalbelopp,454
Mali (2020),SEK,Breakfast,-68.1
Mali (2020),SEK,Lunch,-158.9
Mali (2020),SEK,Dinner,-158.9
Malta (2018),SEK,Normalbelopp,480
Malta (2018),SEK,Breakfast,-72
Malta (2018),SEK,Lunch,-168
Malta (2018),SEK,Dinner,-168
Malta (2019),SEK,Normalbelopp,510
Malta (2019),SEK,Breakfast,-76.5
Malta (2019),SEK,Lunch,-178.5
Malta (2019),SEK,Dinner,-178.5
Malta (2020),SEK,Normalbelopp,538
Malta (2020),SEK,Breakfast,-80.7
Malta (2020),SEK,Lunch,-188.3
Malta (2020),SEK,Dinner,-188.3
Marocko (2018),SEK,Normalbelopp,376
Marocko (2018),SEK,Breakfast,-56.4
Marocko (2018),SEK,Lunch,-131.6
Marocko (2018),SEK,Dinner,-131.6
Marocko (2019),SEK,Normalbelopp,414
Marocko (2019),SEK,Breakfast,-62.1
Marocko (2019),SEK,Lunch,-144.9
Marocko (2019),SEK,Dinner,-144.9
Marocko (2020),SEK,Normalbelopp,446
Marocko (2020),SEK,Breakfast,-66.9
Marocko (2020),SEK,Lunch,-156.1
Marocko (2020),SEK,Dinner,-156.1
Mauretanien (2018),SEK,Normalbelopp,319
Mauretanien (2018),SEK,Breakfast,-47.85
Mauretanien (2018),SEK,Lunch,-111.65
Mauretanien (2018),SEK,Dinner,-111.65
Mauretanien (2019),SEK,Normalbelopp,340
Mauretanien (2019),SEK,Breakfast,-51
Mauretanien (2019),SEK,Lunch,-119
Mauretanien (2019),SEK,Dinner,-119
Mauretanien (2020),SEK,Normalbelopp,353
Mauretanien (2020),SEK,Breakfast,-52.95
Mauretanien (2020),SEK,Lunch,-123.55
Mauretanien (2020),SEK,Dinner,-123.55
Mauritius (2018),SEK,Normalbelopp,399
Mauritius (2018),SEK,Breakfast,-59.85
Mauritius (2018),SEK,Lunch,-139.65
Mauritius (2018),SEK,Dinner,-139.65
Mauritius (2019),SEK,Normalbelopp,456
Mauritius (2019),SEK,Breakfast,-68.4
Mauritius (2019),SEK,Lunch,-159.6
Mauritius (2019),SEK,Dinner,-159.6
Mauritius (2020),SEK,Normalbelopp,465
Mauritius (2020),SEK,Breakfast,-69.75
Mauritius (2020),SEK,Lunch,-162.75
Mauritius (2020),SEK,Dinner,-162.75
Mexiko (2018),SEK,Normalbelopp,293
Mexiko (2018),SEK,Breakfast,-43.95
Mexiko (2018),SEK,Lunch,-102.55
Mexiko (2018),SEK,Dinner,-102.55
Mexiko (2019),SEK,Normalbelopp,301
Mexiko (2019),SEK,Breakfast,-45.15
Mexiko (2019),SEK,Lunch,-105.35
Mexiko (2019),SEK,Dinner,-105.35
Mexiko (2020),SEK,Normalbelopp,367
Mexiko (2020),SEK,Breakfast,-55.05
Mexiko (2020),SEK,Lunch,-128.45
Mexiko (2020),SEK,Dinner,-128.45
Mikronesien (2018),SEK,Normalbelopp,396
Mikronesien (2018),SEK,Breakfast,-59.4
Mikronesien (2018),SEK,Lunch,-138.6
Mikronesien (2018),SEK,Dinner,-138.6
Mikronesien (2019),SEK,Normalbelopp,443
Mikronesien (2019),SEK,Breakfast,-66.45
Mikronesien (2019),SEK,Lunch,-155.05
Mikronesien (2019),SEK,Dinner,-155.05
Mikronesien (2020),SEK,Normalbelopp,464
Mikronesien (2020),SEK,Breakfast,-69.6
Mikronesien (2020),SEK,Lunch,-162.4
Mikronesien (2020),SEK,Dinner,-162.4
Mocambique (2018),SEK,Normalbelopp,255
Mocambique (2018),SEK,Breakfast,-38.25
Mocambique (2018),SEK,Lunch,-89.25
Mocambique (2018),SEK,Dinner,-89.25
Mocambique (2019),SEK,Normalbelopp,288
Mocambique (2019),SEK,Breakfast,-43.2
Mocambique (2019),SEK,Lunch,-100.8
Mocambique (2019),SEK,Dinner,-100.8
Mocambique (2020),SEK,Normalbelopp,297
Mocambique (2020),SEK,Breakfast,-44.55
Mocambique (2020),SEK,Lunch,-103.95
Mocambique (2020),SEK,Dinner,-103.95
Moldavien (2018),SEK,Normalbelopp,230
Moldavien (2018),SEK,Breakfast,-34.5
Moldavien (2018),SEK,Lunch,-80.5
Moldavien (2018),SEK,Dinner,-80.5
Moldavien (2019),SEK,Normalbelopp,248
Moldavien (2019),SEK,Breakfast,-37.2
Moldavien (2019),SEK,Lunch,-86.8
Moldavien (2019),SEK,Dinner,-86.8
Moldavien (2020),SEK,Normalbelopp,285
Moldavien (2020),SEK,Breakfast,-42.75
Moldavien (2020),SEK,Lunch,-99.75
Moldavien (2020),SEK,Dinner,-99.75
Monaco (2018),SEK,Normalbelopp,818
Monaco (2018),SEK,Breakfast,-122.7
Monaco (2018),SEK,Lunch,-286.3
Monaco (2018),SEK,Dinner,-286.3
Monaco (2019),SEK,Normalbelopp,858
Monaco (2019),SEK,Breakfast,-128.7
Monaco (2019),SEK,Lunch,-300.3
Monaco (2019),SEK,Dinner,-300.3
Monaco (2020),SEK,Normalbelopp,906
